gene	status	length_ours	length_reference	length_difference	first_difference_1_based	orf_end_1_based	first_difference_is_right_after_orf	triplet_at_difference_in_ours	triplet_is_stop_codon
ENSG00000075624	extra_triplet_right_after_orf	1917	1914	3	1318	1317	True	TAG	True
ENSG00000075643	extra_triplet_right_after_orf	6160	6157	3	2686	2685	True	TAA	True
ENSG00000075651	extra_triplet_right_after_orf	5604	5601	3	3350	3349	True	TAA	True
ENSG00000075702	extra_triplet_right_after_orf	4682	4679	3	4605	4604	True	TGA	True
ENSG00000075711	extra_triplet_right_after_orf	5034	5031	3	2969	2968	True	TGA	True
ENSG00000075785	extra_triplet_right_after_orf	2244	2241	3	868	867	True	TGA	True
ENSG00000075790	extra_triplet_right_after_orf	5773	5770	3	1060	1058	True	TGA	True
ENSG00000075826	extra_triplet_right_after_orf	4612	4609	3	3636	3635	True	TAA	True
ENSG00000075856	extra_triplet_right_after_orf	4004	4001	3	3125	3124	True	TGA	True
ENSG00000075884	extra_triplet_right_after_orf	1775	1772	3	1593	1592	True	TGA	True
ENSG00000075891	extra_triplet_right_after_orf	4126	4123	3	1803	1801	True	TAG	True
ENSG00000075914	extra_triplet_right_after_orf	1055	1052	3	923	921	True	TGA	True
ENSG00000075945	extra_triplet_right_after_orf	2957	2954	3	2606	2604	True	TGA	True
ENSG00000075975	extra_triplet_right_after_orf	2848	2845	3	1386	1385	True	TAA	True
ENSG00000076003	extra_triplet_right_after_orf	3736	3733	3	2525	2524	True	TGA	True
ENSG00000076043	extra_triplet_right_after_orf	1161	1158	3	857	854	True	TGA	True
ENSG00000076053	extra_triplet_right_after_orf	2064	2061	3	945	944	True	TAA	True
ENSG00000076067	extra_triplet_right_after_orf	8382	8379	3	1317	1316	True	TAA	True
ENSG00000076108	extra_triplet_right_after_orf	8600	8597	3	5910	5909	True	TGA	True
ENSG00000076201	extra_triplet_right_after_orf	5244	5241	3	4986	4985	True	TGA	True
ENSG00000076242	extra_triplet_right_after_orf	2752	2749	3	2485	2484	True	TAA	True
ENSG00000076248	extra_triplet_right_after_orf	2071	2068	3	1047	1045	True	TGA	True
ENSG00000076258	extra_triplet_right_after_orf	2252	2249	3	2005	2004	True	TGA	True
ENSG00000076321	extra_triplet_right_after_orf	3421	3418	3	1964	1963	True	TGA	True
ENSG00000076351	extra_triplet_right_after_orf	6376	6373	3	1475	1473	True	TGA	True
ENSG00000076356	extra_triplet_right_after_orf	11444	11441	3	6441	6440	True	TGA	True
ENSG00000076382	extra_triplet_right_after_orf	4040	4037	3	3913	3912	True	TAA	True
ENSG00000076513	extra_triplet_right_after_orf	4148	4145	3	1937	1936	True	TAG	True
ENSG00000076554	extra_triplet_right_after_orf	2638	2635	3	1105	1104	True	TGA	True
ENSG00000076555	extra_triplet_right_after_orf	9360	9357	3	7494	7493	True	TGA	True
ENSG00000076604	extra_triplet_right_after_orf	2923	2920	3	1540	1539	True	TGA	True
ENSG00000076641	extra_triplet_right_after_orf	10744	10741	3	2008	2007	True	TAG	True
ENSG00000076650	extra_triplet_right_after_orf	3492	3489	3	3109	3107	True	TAA	True
ENSG00000076662	extra_triplet_right_after_orf	1934	1931	3	1851	1850	True	TGA	True
ENSG00000076685	extra_triplet_right_after_orf	3365	3362	3	1708	1707	True	TAA	True
ENSG00000076706	extra_triplet_right_after_orf	3313	3310	3	1954	1953	True	TAG	True
ENSG00000076716	extra_triplet_right_after_orf	4960	4957	3	2195	2193	True	TAA	True
ENSG00000076770	extra_triplet_right_after_orf	2661	2658	3	1142	1141	True	TGA	True
ENSG00000076826	extra_triplet_right_after_orf	4179	4176	3	3930	3929	True	TAG	True
ENSG00000076924	extra_triplet_right_after_orf	2667	2664	3	2604	2603	True	TGA	True
ENSG00000076928	extra_triplet_right_after_orf	3393	3390	3	3030	3029	True	TGA	True
ENSG00000076944	extra_triplet_right_after_orf	1914	1911	3	1850	1849	True	TGA	True
ENSG00000076984	extra_triplet_right_after_orf	3396	3393	3	1366	1365	True	TAG	True
ENSG00000077044	extra_triplet_right_after_orf	6297	6294	3	3655	3654	True	TAG	True
ENSG00000077063	extra_triplet_right_after_orf	5970	5967	3	5082	5081	True	TAG	True
ENSG00000077080	extra_triplet_right_after_orf	1537	1534	3	1388	1385	True	TGA	True
ENSG00000077092	extra_triplet_right_after_orf	3084	3081	3	1766	1765	True	TAA	True
ENSG00000077097	extra_triplet_right_after_orf	5358	5355	3	4954	4953	True	TAA	True
ENSG00000077147	extra_triplet_right_after_orf	6141	6138	3	1985	1984	True	TAG	True
ENSG00000077150	extra_triplet_right_after_orf	3101	3098	3	2951	2950	True	TGA	True
ENSG00000077152	extra_triplet_right_after_orf	922	919	3	742	741	True	TAG	True
ENSG00000077235	extra_triplet_right_after_orf	7018	7015	3	6344	6343	True	TAG	True
ENSG00000077238	extra_triplet_right_after_orf	3685	3682	3	2735	2734	True	TAG	True
ENSG00000077254	extra_triplet_right_after_orf	4502	4499	3	3175	3173	True	TAA	True
ENSG00000077264	extra_triplet_right_after_orf	2241	2238	3	1768	1767	True	TAA	True
ENSG00000077312	extra_triplet_right_after_orf	1621	1618	3	1397	1396	True	TAG	True
ENSG00000077348	extra_triplet_right_after_orf	1118	1115	3	857	856	True	TGA	True
ENSG00000077380	extra_triplet_right_after_orf	2583	2580	3	2055	2053	True	TAG	True
ENSG00000077420	extra_triplet_right_after_orf	2771	2768	3	2454	2453	True	TAG	True
ENSG00000077454	extra_triplet_right_after_orf	2552	2549	3	2103	2102	True	TAG	True
ENSG00000077458	extra_triplet_right_after_orf	3952	3949	3	1331	1330	True	TGA	True
ENSG00000077463	extra_triplet_right_after_orf	1641	1638	3	1131	1130	True	TGA	True
ENSG00000077514	extra_triplet_right_after_orf	3821	3818	3	1528	1527	True	TAA	True
ENSG00000077522	extra_triplet_right_after_orf	4863	4860	3	2851	2848	True	TGA	True
ENSG00000077549	extra_triplet_right_after_orf	1462	1459	3	1289	1288	True	TAA	True
ENSG00000077585	extra_triplet_right_after_orf	2042	2039	3	1289	1288	True	TAG	True
ENSG00000077616	extra_triplet_right_after_orf	3600	3597	3	2451	2450	True	TAG	True
ENSG00000077684	extra_triplet_right_after_orf	5772	5769	3	2810	2807	True	TGA	True
ENSG00000077713	extra_triplet_right_after_orf	2783	2780	3	1368	1367	True	TAA	True
ENSG00000077721	extra_triplet_right_after_orf	1874	1871	3	702	701	True	TGA	True
ENSG00000077782	extra_triplet_right_after_orf	5375	5372	3	2883	2882	True	TGA	True
ENSG00000077800	extra_triplet_right_after_orf	1500	1497	3	1051	1050	True	TGA	True
ENSG00000077942	extra_triplet_right_after_orf	2355	2352	3	2267	2266	True	TGA	True
ENSG00000077943	extra_triplet_right_after_orf	6755	6752	3	3544	3543	True	TGA	True
ENSG00000077984	extra_triplet_right_after_orf	930	927	3	712	711	True	TGA	True
ENSG00000078018	extra_triplet_right_after_orf	9711	9708	3	5988	5987	True	TGA	True
ENSG00000078053	extra_triplet_right_after_orf	3418	3415	3	2302	2301	True	TAG	True
ENSG00000078061	extra_triplet_right_after_orf	2504	2501	3	2039	2038	True	TAG	True
ENSG00000078070	extra_triplet_right_after_orf	2545	2542	3	2323	2322	True	TAA	True
ENSG00000078081	extra_triplet_right_after_orf	3375	3372	3	1506	1504	True	TAA	True
ENSG00000078114	extra_triplet_right_after_orf	9216	9213	3	3441	3439	True	TAA	True
ENSG00000078124	extra_triplet_right_after_orf	7378	7375	3	909	905	True	TGA	True
ENSG00000078140	extra_triplet_right_after_orf	5245	5242	3	885	884	True	TGA	True
ENSG00000078142	extra_triplet_right_after_orf	9443	9440	3	2748	2747	True	TGA	True
ENSG00000078177	extra_triplet_right_after_orf	9744	9741	3	5727	5726	True	TAA	True
ENSG00000078237	extra_triplet_right_after_orf	2782	2779	3	878	877	True	TAA	True
ENSG00000078246	extra_triplet_right_after_orf	1951	1948	3	1545	1544	True	TGA	True
ENSG00000078269	extra_triplet_right_after_orf	7378	7375	3	4564	4563	True	TGA	True
ENSG00000078304	extra_triplet_right_after_orf	4481	4478	3	1762	1761	True	TAG	True
ENSG00000078369	extra_triplet_right_after_orf	3145	3142	3	1365	1364	True	TAA	True
ENSG00000078399	extra_triplet_right_after_orf	2060	2057	3	892	889	True	TGA	True
ENSG00000078401	extra_triplet_right_after_orf	2033	2030	3	904	903	True	TGA	True
ENSG00000078403	extra_triplet_right_after_orf	5032	5029	3	3383	3382	True	TGA	True
ENSG00000078487	extra_triplet_right_after_orf	2356	2353	3	2193	2192	True	TAG	True
ENSG00000078579	extra_triplet_right_after_orf	1688	1685	3	783	782	True	TGA	True
ENSG00000078589	extra_triplet_right_after_orf	1714	1711	3	1298	1297	True	TAA	True
ENSG00000078596	extra_triplet_right_after_orf	1641	1638	3	934	933	True	TAA	True
ENSG00000078618	extra_triplet_right_after_orf	3895	3892	3	3848	3847	True	TAA	True
ENSG00000078668	extra_triplet_right_after_orf	949	946	3	922	920	True	TAA	True
ENSG00000078674	extra_triplet_right_after_orf	6820	6817	3	6512	6511	True	TGA	True
ENSG00000078687	extra_triplet_right_after_orf	9740	9737	3	5748	5747	True	TAG	True
ENSG00000078699	extra_triplet_right_after_orf	7274	7271	3	1882	1881	True	TGA	True
ENSG00000078747	extra_triplet_right_after_orf	6354	6351	3	2754	2753	True	TAA	True
ENSG00000078804	extra_triplet_right_after_orf	4184	4181	3	1050	1049	True	TGA	True
ENSG00000078808	extra_triplet_right_after_orf	1956	1953	3	1350	1349	True	TGA	True
ENSG00000078814	extra_triplet_right_after_orf	6293	6290	3	6042	6041	True	TGA	True
ENSG00000078900	extra_triplet_right_after_orf	5188	5185	3	2064	2063	True	TGA	True
ENSG00000078902	extra_triplet_right_after_orf	3617	3614	3	947	946	True	TAG	True
ENSG00000078967	extra_triplet_right_after_orf	3974	3971	3	531	530	True	TAA	True
ENSG00000079102	extra_triplet_right_after_orf	7454	7451	3	2177	2176	True	TAG	True
ENSG00000079150	extra_triplet_right_after_orf	2834	2831	3	726	725	True	TAG	True
ENSG00000079156	extra_triplet_right_after_orf	3637	3634	3	3422	3421	True	TAG	True
ENSG00000079215	extra_triplet_right_after_orf	4170	4167	3	2103	2102	True	TAG	True
ENSG00000079246	extra_triplet_right_after_orf	3761	3758	3	2658	2657	True	TAG	True
ENSG00000079257	extra_triplet_right_after_orf	1116	1113	3	882	881	True	TAA	True
ENSG00000079263	extra_triplet_right_after_orf	3246	3243	3	2716	2715	True	TGA	True
ENSG00000079277	extra_triplet_right_after_orf	2719	2716	3	1560	1559	True	TGA	True
ENSG00000079308	extra_triplet_right_after_orf	10331	10328	3	5659	5658	True	TGA	True
ENSG00000079313	extra_triplet_right_after_orf	4591	4588	3	3769	3768	True	TGA	True
ENSG00000079332	extra_triplet_right_after_orf	5981	5978	3	794	791	True	TGA	True
ENSG00000079335	extra_triplet_right_after_orf	2417	2414	3	2334	2333	True	TGA	True
ENSG00000079337	extra_triplet_right_after_orf	6061	6058	3	2859	2858	True	TGA	True
ENSG00000079385	extra_triplet_right_after_orf	3519	3516	3	1715	1713	True	TAA	True
ENSG00000079387	extra_triplet_right_after_orf	4679	4676	3	2329	2328	True	TGA	True
ENSG00000079393	extra_triplet_right_after_orf	1335	1332	3	1094	1092	True	TGA	True
ENSG00000079432	extra_triplet_right_after_orf	8218	8215	3	7611	7610	True	TGA	True
ENSG00000079435	extra_triplet_right_after_orf	3813	3810	3	3506	3505	True	TAA	True
ENSG00000079459	extra_triplet_right_after_orf	2176	2173	3	1475	1473	True	TGA	True
ENSG00000079462	extra_triplet_right_after_orf	1098	1095	3	1051	1050	True	TAA	True
ENSG00000079482	extra_triplet_right_after_orf	7879	7876	3	3049	3048	True	TGA	True
ENSG00000079616	extra_triplet_right_after_orf	2113	2110	3	2036	2035	True	TGA	True
ENSG00000079691	extra_triplet_right_after_orf	5431	5428	3	4482	4481	True	TAA	True
ENSG00000079739	extra_triplet_right_after_orf	2657	2654	3	2109	2108	True	TAA	True
ENSG00000079785	extra_triplet_right_after_orf	2817	2814	3	2611	2609	True	TGA	True
ENSG00000079805	extra_triplet_right_after_orf	3581	3578	3	2723	2722	True	TAG	True
ENSG00000079819	extra_triplet_right_after_orf	4457	4454	3	3198	3197	True	TAA	True
ENSG00000079931	extra_triplet_right_after_orf	3059	3056	3	1960	1958	True	TGA	True
ENSG00000079974	extra_triplet_right_after_orf	2341	2338	3	1069	1068	True	TGA	True
ENSG00000079999	extra_triplet_right_after_orf	2955	2952	3	2421	2420	True	TGA	True
ENSG00000080031	extra_triplet_right_after_orf	3877	3874	3	3369	3368	True	TAA	True
ENSG00000080189	extra_triplet_right_after_orf	2175	2172	3	1309	1308	True	TGA	True
ENSG00000080200	extra_triplet_right_after_orf	10729	10726	3	9078	9077	True	TGA	True
ENSG00000080224	extra_triplet_right_after_orf	3971	3968	3	3429	3428	True	TGA	True
ENSG00000080293	extra_triplet_right_after_orf	1865	1862	3	1589	1588	True	TGA	True
ENSG00000080298	extra_triplet_right_after_orf	9307	9304	3	2560	2559	True	TAA	True
ENSG00000080493	extra_triplet_right_after_orf	7596	7593	3	3400	3399	True	TAA	True
ENSG00000080503	extra_triplet_right_after_orf	5867	5864	3	4981	4979	True	TGA	True
ENSG00000080546	extra_triplet_right_after_orf	3509	3506	3	2402	2399	True	TGA	True
ENSG00000080561	extra_triplet_right_after_orf	2876	2873	3	2754	2753	True	TAA	True
ENSG00000080573	extra_triplet_right_after_orf	6174	6171	3	5322	5321	True	TGA	True
ENSG00000080603	extra_triplet_right_after_orf	11754	11751	3	10076	10075	True	TGA	True
ENSG00000080608	extra_triplet_right_after_orf	2321	2318	3	2152	2151	True	TAG	True
ENSG00000080644	extra_triplet_right_after_orf	3202	3199	3	1901	1900	True	TAA	True
ENSG00000080709	extra_triplet_right_after_orf	2098	2095	3	1785	1784	True	TAG	True
ENSG00000080802	extra_triplet_right_after_orf	3563	3560	3	2471	2470	True	TAG	True
ENSG00000080815	extra_triplet_right_after_orf	6078	6075	3	1674	1673	True	TAG	True
ENSG00000080819	extra_triplet_right_after_orf	2825	2822	3	1584	1581	True	TGA	True
ENSG00000080822	extra_triplet_right_after_orf	2170	2167	3	992	991	True	TGA	True
ENSG00000080823	extra_triplet_right_after_orf	1940	1937	3	1490	1489	True	TAA	True
ENSG00000080824	extra_triplet_right_after_orf	3510	3507	3	2846	2844	True	TAA	True
ENSG00000080839	extra_triplet_right_after_orf	5684	5681	3	3273	3271	True	TAA	True
ENSG00000080845	extra_triplet_right_after_orf	5016	5013	3	3412	3411	True	TGA	True
ENSG00000080854	extra_triplet_right_after_orf	5050	5047	3	4543	4542	True	TGA	True
ENSG00000080986	extra_triplet_right_after_orf	2172	2169	3	2109	2108	True	TGA	True
ENSG00000081014	extra_triplet_right_after_orf	6758	6755	3	3518	3517	True	TAG	True
ENSG00000081019	extra_triplet_right_after_orf	6621	6618	3	2472	2470	True	TGA	True
ENSG00000081026	extra_triplet_right_after_orf	6430	6427	3	4519	4518	True	TAA	True
ENSG00000081041	extra_triplet_right_after_orf	1218	1215	3	495	494	True	TGA	True
ENSG00000081052	extra_triplet_right_after_orf	9895	9892	3	5279	5278	True	TAG	True
ENSG00000081059	extra_triplet_right_after_orf	3330	3327	3	1639	1638	True	TAG	True
ENSG00000081087	extra_triplet_right_after_orf	4467	4464	3	1089	1088	True	TGA	True
ENSG00000081138	extra_triplet_right_after_orf	12231	12228	3	2782	2781	True	TAG	True
ENSG00000081154	extra_triplet_right_after_orf	2342	2339	3	656	655	True	TAA	True
ENSG00000081177	extra_triplet_right_after_orf	5107	5104	3	2186	2184	True	TGA	True
ENSG00000081181	extra_triplet_right_after_orf	2045	2042	3	1243	1242	True	TAG	True
ENSG00000081189	extra_triplet_right_after_orf	6192	6189	3	1828	1826	True	TGA	True
ENSG00000081237	extra_triplet_right_after_orf	5164	5161	3	4060	4059	True	TAG	True
ENSG00000081277	extra_triplet_right_after_orf	5447	5444	3	2493	2492	True	TAA	True
ENSG00000081307	extra_triplet_right_after_orf	3705	3702	3	2285	2284	True	TAG	True
ENSG00000081320	extra_triplet_right_after_orf	5287	5284	3	1404	1403	True	TAG	True
ENSG00000081377	extra_triplet_right_after_orf	5589	5586	3	1947	1946	True	TAA	True
ENSG00000081386	extra_triplet_right_after_orf	5616	5613	3	2703	2700	True	TGA	True
ENSG00000081721	extra_triplet_right_after_orf	1270	1267	3	1053	1052	True	TGA	True
ENSG00000081760	extra_triplet_right_after_orf	3316	3313	3	2223	2222	True	TGA	True
ENSG00000081791	extra_triplet_right_after_orf	4970	4967	3	1680	1679	True	TAA	True
ENSG00000081803	extra_triplet_right_after_orf	6066	6063	3	4327	4325	True	TGA	True
ENSG00000081870	extra_triplet_right_after_orf	894	891	3	676	675	True	TAA	True
ENSG00000081913	extra_triplet_right_after_orf	6390	6387	3	5386	5385	True	TGA	True
ENSG00000081985	extra_triplet_right_after_orf	4040	4037	3	3227	3226	True	TGA	True
ENSG00000082014	extra_triplet_right_after_orf	1993	1990	3	1861	1860	True	TAG	True
ENSG00000082068	extra_triplet_right_after_orf	2983	2980	3	2119	2118	True	TGA	True
ENSG00000082146	extra_triplet_right_after_orf	2293	2290	3	1620	1619	True	TAG	True
ENSG00000082153	extra_triplet_right_after_orf	1473	1470	3	1406	1405	True	TGA	True
ENSG00000082212	extra_triplet_right_after_orf	9100	9097	3	2025	2024	True	TAG	True
ENSG00000082213	extra_triplet_right_after_orf	3612	3609	3	1454	1453	True	TGA	True
ENSG00000082258	extra_triplet_right_after_orf	6917	6914	3	2225	2220	True	TAA	True
ENSG00000082269	extra_triplet_right_after_orf	6415	6412	3	5162	5159	True	TAG	True
ENSG00000082293	extra_triplet_right_after_orf	6233	6230	3	3529	3528	True	TGA	True
ENSG00000082397	extra_triplet_right_after_orf	4706	4703	3	3603	3602	True	TGA	True
ENSG00000082438	extra_triplet_right_after_orf	3868	3865	3	3824	3823	True	TAA	True
ENSG00000082458	extra_triplet_right_after_orf	6112	6109	3	2889	2888	True	TGA	True
ENSG00000082482	extra_triplet_right_after_orf	3379	3376	3	1429	1428	True	TAG	True
ENSG00000082497	extra_triplet_right_after_orf	5219	5216	3	1299	1298	True	TGA	True
ENSG00000082512	extra_triplet_right_after_orf	3972	3969	3	1727	1725	True	TAG	True
ENSG00000082515	extra_triplet_right_after_orf	784	781	3	716	712	True	TGA	True
ENSG00000082516	extra_triplet_right_after_orf	5397	5394	3	4601	4600	True	TGA	True
ENSG00000082641	extra_triplet_right_after_orf	4774	4771	3	2933	2932	True	TGA	True
ENSG00000082684	extra_triplet_right_after_orf	4579	4576	3	3628	3626	True	TGA	True
ENSG00000082701	extra_triplet_right_after_orf	1636	1633	3	1532	1531	True	TGA	True
ENSG00000082781	extra_triplet_right_after_orf	4372	4369	3	2697	2694	True	TGA	True
ENSG00000082805	extra_triplet_right_after_orf	4390	4387	3	3889	3888	True	TGA	True
ENSG00000082898	extra_triplet_right_after_orf	4915	4912	3	3942	3941	True	TAA	True
ENSG00000082996	extra_triplet_right_after_orf	2843	2840	3	1806	1805	True	TGA	True
ENSG00000083093	extra_triplet_right_after_orf	4003	4000	3	3712	3711	True	TAA	True
ENSG00000083097	extra_triplet_right_after_orf	7995	7992	3	7689	7688	True	TGA	True
ENSG00000083099	extra_triplet_right_after_orf	1941	1938	3	313	312	True	TGA	True
ENSG00000083123	extra_triplet_right_after_orf	3692	3689	3	1224	1223	True	TGA	True
ENSG00000083168	extra_triplet_right_after_orf	9285	9282	3	6557	6556	True	TGA	True
ENSG00000083223	extra_triplet_right_after_orf	5379	5376	3	4659	4658	True	TGA	True
ENSG00000083290	extra_triplet_right_after_orf	6010	6007	3	3609	3608	True	TGA	True
ENSG00000083312	extra_triplet_right_after_orf	11183	11180	3	3122	3120	True	TAA	True
ENSG00000083444	extra_triplet_right_after_orf	2940	2937	3	2210	2208	True	TAA	True
ENSG00000083454	extra_triplet_right_after_orf	1642	1639	3	1385	1384	True	TGA	True
ENSG00000083457	extra_triplet_right_after_orf	3858	3855	3	3637	3636	True	TAG	True
ENSG00000083520	extra_triplet_right_after_orf	10604	10601	3	2976	2975	True	TAG	True
ENSG00000083535	extra_triplet_right_after_orf	3154	3151	3	2611	2609	True	TAG	True
ENSG00000083544	extra_triplet_right_after_orf	2579	2576	3	2307	2304	True	TAA	True
ENSG00000083635	extra_triplet_right_after_orf	3492	3489	3	1533	1532	True	TAG	True
ENSG00000083642	extra_triplet_right_after_orf	7497	7494	3	4528	4527	True	TGA	True
ENSG00000083720	extra_triplet_right_after_orf	3388	3385	3	1722	1721	True	TGA	True
ENSG00000083799	extra_triplet_right_after_orf	8503	8500	3	3074	3073	True	TAA	True
ENSG00000083807	extra_triplet_right_after_orf	2361	2358	3	2182	2180	True	TGA	True
ENSG00000083812	extra_triplet_right_after_orf	5653	5650	3	2369	2368	True	TGA	True
ENSG00000083814	extra_triplet_right_after_orf	2379	2376	3	1715	1714	True	TAG	True
ENSG00000083817	extra_triplet_right_after_orf	2561	2558	3	2006	2005	True	TAA	True
ENSG00000083828	extra_triplet_right_after_orf	2163	2160	3	1380	1379	True	TGA	True
ENSG00000083838	extra_triplet_right_after_orf	2238	2235	3	1732	1731	True	TGA	True
ENSG00000083844	extra_triplet_right_after_orf	12163	12160	3	2296	2295	True	TGA	True
ENSG00000083845	extra_triplet_right_after_orf	800	797	3	749	747	True	TGA	True
ENSG00000083937	extra_triplet_right_after_orf	2557	2554	3	879	877	True	TAG	True
ENSG00000084070	extra_triplet_right_after_orf	2939	2936	3	1712	1711	True	TAA	True
ENSG00000084073	extra_triplet_right_after_orf	3108	3105	3	1591	1590	True	TGA	True
ENSG00000084090	extra_triplet_right_after_orf	3368	3365	3	1495	1494	True	TGA	True
ENSG00000084092	extra_triplet_right_after_orf	3415	3412	3	3333	3332	True	TGA	True
ENSG00000084093	extra_triplet_right_after_orf	7300	7297	3	3607	3605	True	TAA	True
ENSG00000084207	extra_triplet_right_after_orf	965	962	3	880	879	True	TGA	True
ENSG00000084234	extra_triplet_right_after_orf	3727	3724	3	2362	2361	True	TAG	True
ENSG00000084444	extra_triplet_right_after_orf	4808	4805	3	1988	1986	True	TAA	True
ENSG00000084463	extra_triplet_right_after_orf	4646	4643	3	2158	2157	True	TGA	True
ENSG00000084623	extra_triplet_right_after_orf	1458	1455	3	1048	1047	True	TAA	True
ENSG00000084636	extra_triplet_right_after_orf	5736	5733	3	5330	5329	True	TGA	True
ENSG00000084652	extra_triplet_right_after_orf	5012	5009	3	1920	1919	True	TAG	True
ENSG00000084676	extra_triplet_right_after_orf	7289	7286	3	4976	4975	True	TAA	True
ENSG00000084693	extra_triplet_right_after_orf	3177	3174	3	2819	2817	True	TGA	True
ENSG00000084710	extra_triplet_right_after_orf	7434	7431	3	2635	2634	True	TGA	True
ENSG00000084731	extra_triplet_right_after_orf	5344	5341	3	2960	2959	True	TGA	True
ENSG00000084733	extra_triplet_right_after_orf	3535	3532	3	1100	1099	True	TGA	True
ENSG00000084754	extra_triplet_right_after_orf	3037	3034	3	2420	2419	True	TGA	True
ENSG00000084764	extra_triplet_right_after_orf	1892	1889	3	1042	1041	True	TGA	True
ENSG00000084774	extra_triplet_right_after_orf	7265	7262	3	6838	6837	True	TAG	True
ENSG00000085063	extra_triplet_right_after_orf	572	569	3	402	401	True	TGA	True
ENSG00000085117	extra_triplet_right_after_orf	2289	2286	3	1050	1049	True	TGA	True
ENSG00000085185	extra_triplet_right_after_orf	7127	7124	3	5178	5177	True	TGA	True
ENSG00000085224	extra_triplet_right_after_orf	11220	11217	3	7746	7744	True	TGA	True
ENSG00000085231	extra_triplet_right_after_orf	1648	1645	3	569	568	True	TGA	True
ENSG00000085274	extra_triplet_right_after_orf	4999	4996	3	2494	2493	True	TGA	True
ENSG00000085276	extra_triplet_right_after_orf	3939	3936	3	3789	3788	True	TGA	True
ENSG00000085365	extra_triplet_right_after_orf	4509	4506	3	1104	1103	True	TAA	True
ENSG00000085377	extra_triplet_right_after_orf	2905	2902	3	2324	2323	True	TAA	True
ENSG00000085382	extra_triplet_right_after_orf	4576	4573	3	3006	3004	True	TAA	True
ENSG00000085415	extra_triplet_right_after_orf	1846	1843	3	1365	1364	True	TAA	True
ENSG00000085433	extra_triplet_right_after_orf	4134	4131	3	2916	2915	True	TAG	True
ENSG00000085449	extra_triplet_right_after_orf	4660	4657	3	1335	1333	True	TGA	True
ENSG00000085465	extra_triplet_right_after_orf	2243	2240	3	2091	2090	True	TAA	True
ENSG00000085491	extra_triplet_right_after_orf	4271	4268	3	1654	1651	True	TGA	True
ENSG00000085511	extra_triplet_right_after_orf	5490	5487	3	4973	4972	True	TGA	True
ENSG00000085514	extra_triplet_right_after_orf	1316	1313	3	1122	1121	True	TAA	True
ENSG00000085552	extra_triplet_right_after_orf	4044	4041	3	3736	3735	True	TGA	True
ENSG00000085563	extra_triplet_right_after_orf	4778	4775	3	4166	4165	True	TGA	True
ENSG00000085644	extra_triplet_right_after_orf	3313	3310	3	1853	1852	True	TGA	True
ENSG00000085662	extra_triplet_right_after_orf	1409	1406	3	1029	1028	True	TGA	True
ENSG00000085719	extra_triplet_right_after_orf	4865	4862	3	1775	1774	True	TGA	True
ENSG00000085721	extra_triplet_right_after_orf	3762	3759	3	2038	2037	True	TGA	True
ENSG00000085733	extra_triplet_right_after_orf	2247	2244	3	2074	2073	True	TGA	True
ENSG00000085741	extra_triplet_right_after_orf	1930	1927	3	1188	1187	True	TGA	True
ENSG00000085760	extra_triplet_right_after_orf	2386	2383	3	2331	2330	True	TAA	True
ENSG00000085788	extra_triplet_right_after_orf	4921	4918	3	2659	2658	True	TAA	True
ENSG00000085831	extra_triplet_right_after_orf	2790	2787	3	1889	1888	True	TAG	True
ENSG00000085832	extra_triplet_right_after_orf	5225	5222	3	2786	2785	True	TGA	True
ENSG00000085840	extra_triplet_right_after_orf	3157	3154	3	2803	2802	True	TAA	True
ENSG00000085872	extra_triplet_right_after_orf	4084	4081	3	2819	2818	True	TAG	True
ENSG00000085978	extra_triplet_right_after_orf	3313	3310	3	1987	1986	True	TGA	True
ENSG00000085998	extra_triplet_right_after_orf	2934	2931	3	2896	2895	True	TAA	True
ENSG00000085999	extra_triplet_right_after_orf	2549	2546	3	2357	2355	True	TGA	True
ENSG00000086015	extra_triplet_right_after_orf	5738	5735	3	5678	5677	True	TAG	True
ENSG00000086061	extra_triplet_right_after_orf	2381	2378	3	1376	1374	True	TAA	True
ENSG00000086062	extra_triplet_right_after_orf	4201	4198	3	1382	1381	True	TAG	True
ENSG00000086065	extra_triplet_right_after_orf	1477	1474	3	795	794	True	TAG	True
ENSG00000086102	extra_triplet_right_after_orf	4604	4601	3	3423	3422	True	TAA	True
ENSG00000086189	extra_triplet_right_after_orf	2859	2856	3	1101	1100	True	TAG	True
ENSG00000086200	extra_triplet_right_after_orf	3564	3561	3	3176	3175	True	TAA	True
ENSG00000086232	extra_triplet_right_after_orf	4469	4466	3	2038	2037	True	TGA	True
ENSG00000086289	extra_triplet_right_after_orf	2599	2596	3	1052	1051	True	TGA	True
ENSG00000086300	extra_triplet_right_after_orf	2491	2488	3	732	731	True	TGA	True
ENSG00000086475	extra_triplet_right_after_orf	3273	3270	3	1554	1552	True	TAA	True
ENSG00000086504	extra_triplet_right_after_orf	1098	1095	3	805	804	True	TGA	True
ENSG00000086506	extra_triplet_right_after_orf	536	533	3	461	460	True	TGA	True
ENSG00000086544	extra_triplet_right_after_orf	3385	3382	3	2083	2082	True	TGA	True
ENSG00000086589	extra_triplet_right_after_orf	2342	2339	3	1383	1382	True	TAG	True
ENSG00000086598	extra_triplet_right_after_orf	2560	2557	3	710	709	True	TAA	True
ENSG00000086619	extra_triplet_right_after_orf	4567	4564	3	1607	1603	True	TAA	True
